"From Date","To Date","PM2.5","PM10","NO","NOx","NH3","SO2","CO","Ozone","Benzene","Toluene","RH","WS","WD","SR","BP","AT","NO2"
"13-07-2024 08:00","13-07-2024 16:00","43.75","117.62","12.55","36.88","27.81","17.09","0.72","32.88","0.47","49.65","61.12","0.3","49.19","306.53","742","34.74","50.82"
"13-07-2024 16:00","14-07-2024 00:00","55.1","169.75","21.26","49.9","29.84","17.48","0.88","32.67","0.81","48.5","67.88","0.3","51.28","117.84","742","33.36","62.36"
"14-07-2024 00:00","14-07-2024 08:00","57.75","192.12","34.76","56.5","41.62","17.29","0.8","28.42","0.57","50.78","73.06","0.3","52.22","59.38","742","32.56","53.11"
"14-07-2024 08:00","14-07-2024 16:00","62.48","150.5","8.44","25.98","45.67","16.97","0.66","30.17","0.44","47.66","53.84","0.3","42.66","307.59","742","36.73","36.5"
"14-07-2024 16:00","15-07-2024 00:00","56.55","157.12","7.91","27.76","42.57","16.95","0.65","30.61","0.34","48.59","56.81","0.3","29.59","103.19","742","35.48","40.92"
"15-07-2024 00:00","15-07-2024 08:00","71.25","161.88","8.72","27.18","45.87","16.82","0.59","28.17","0.37","47.95","67.62","0.3","27.78","68.53","742","33.63","37.77"
"15-07-2024 08:00","15-07-2024 16:00","47.62","142.38","17.59","34.96","38.67","16.69","0.54","29.46","0.43","47.37","66.09","0.3","63.62","294.53","742","33.99","38.89"
"15-07-2024 16:00","16-07-2024 00:00","52.81","177.16","22.91","44.37","42.19","17.29","0.8","28.69","0.41","52.23","64.62","0.3","27.84","105.22","742.03","34.43","48.44"
"16-07-2024 00:00","16-07-2024 08:00","62.65","123.25","18.89","35.18","42.67","16.77","0.58","27.73","0.33","52.46","72.88","0.3","35.34","69.25","742","33.19","37.29"
"16-07-2024 08:00","16-07-2024 16:00","50.86","127.88","9.28","17.72","36.65","16.33","0.38","56.47","0.33","45.43","56.41","0.3","44.28","305.75","742","36.82","19.78"
"16-07-2024 16:00","17-07-2024 00:00","52.38","178.88","26.5","44.27","36.69","16.71","0.55","91.4","0.42","47.32","62.41","0.3","32.66","98.12","742","35.48","44.38"
"17-07-2024 00:00","17-07-2024 08:00","58.86","128.14","7.74","17.6","38.73","15.15","0.23","48.33","0.34","47.26","69.59","0.3","34.53","69.34","742","33.72","22.65"
"17-07-2024 08:00","17-07-2024 16:00","43.5","130.75","25","38.41","48.41","14.79","None","46.61","0.81","52.38","60.68","0.3","58.07","295.75","741.36","35.8","33.96"
"17-07-2024 16:00","18-07-2024 00:00","45.43","172.5","19.64","41.41","28.36","18.19","1.19","46.66","0.38","49.18","66.88","0.3","34.28","101.53","742","34.35","47.8"
"18-07-2024 00:00","18-07-2024 08:00","60.75","158.38","21.93","35.94","35.36","17.91","1.07","47.83","0.43","47.36","75.09","0.3","25.56","66.72","742","33.07","34.05"
"18-07-2024 08:00","18-07-2024 16:00","55.5","118.88","17","36.55","33.73","17.89","1.06","48.57","0.43","45.76","66.56","0.3","51.25","287.09","742","34.64","42.76"
"18-07-2024 16:00","19-07-2024 00:00","56","174","71.95","94.8","60.59","19.41","1.72","49.06","0.82","49.04","73.5","0.3","38.09","75.84","742","32.67","71.81"
"19-07-2024 00:00","19-07-2024 08:00","90.5","252.12","69.95","85.34","53.09","19.29","1.67","50.39","0.86","48.77","79.59","0.3","24.66","62.75","742","31.99","56.81"
"19-07-2024 08:00","19-07-2024 16:00","91.84","191.94","8.81","25.09","34.69","17.54","0.91","74.29","0.53","47.41","64.94","0.3","39.31","301.97","742","35.35","33.71"
"19-07-2024 16:00","20-07-2024 00:00","82.75","157.75","2.24","7.4","13.39","17.52","0.9","84.01","0.4","45.01","73.31","0.3","36.91","92.34","742","33.47","10.49"
"20-07-2024 00:00","20-07-2024 08:00","60.67","108.16","3.76","8.82","18.41","17.31","0.81","84.22","0.33","45.56","79.13","0.3","34.16","75.68","742","31.92","10.85"
"20-07-2024 08:00","20-07-2024 16:00","61.13","138.03","2.68","9.49","15.15","17.14","0.74","82.39","0.39","40.53","57.91","0.3","39.19","305.28","741.91","36.34","13.77"
"20-07-2024 16:00","21-07-2024 00:00","30.5","158.4","1.38","7.42","10.91","16.93","0.94","58.92","0.39","43.81","59.42","0.3","33.45","89.39","742","35.78","11.83"
"21-07-2024 00:00","21-07-2024 08:00","None","116.5","3.26","8.21","9.04","16.63","0.66","57.6","0.28","46.02","69.88","0.3","35.28","65.66","742","33.67","10.45"
"21-07-2024 08:00","21-07-2024 16:00","None","143.5","4.37","10.02","9.64","16.9","0.63","60.24","0.31","43.78","63.72","0.3","37.56","292.16","742","35.39","12.58"
"21-07-2024 16:00","22-07-2024 00:00","8","121.58","2.1","7.39","9.42","17.94","1.08","59.44","0.32","45.77","67.77","0.3","39.23","104.1","742","34.2","10.68"
"22-07-2024 00:00","22-07-2024 08:00","45.29","86","2.04","5.08","10.32","17.77","1.01","60.78","0.26","44.15","75.94","0.3","35.34","67.38","742","32.98","6.62"
"22-07-2024 08:00","22-07-2024 16:00","36.56","119.74","4.17","8.25","11.59","14.67","1.12","80.13","0.35","43.2","66.75","0.3","50.25","283.34","742","34.54","9.14"
"22-07-2024 16:00","23-07-2024 00:00","45.48","190.5","8.92","16.69","15.31","14.28","1.77","105.43","1","58.35","72.16","0.3","25.09","103.09","741.44","32.96","17.77"
"23-07-2024 00:00","23-07-2024 08:00","46.58","128.32","5.57","9.58","10.93","13.38","1.38","96.59","0.39","52.23","80.34","0.3","25.78","68.19","742","32.2","9.51"
"23-07-2024 08:00","23-07-2024 16:00","41.38","128.12","6.57","10.07","10.23","13.06","1.25","101.5","0.4","41.83","68.28","0.3","40.34","296.94","741.97","34.52","8.88"
"23-07-2024 16:00","24-07-2024 00:00","63.61","174.62","6.11","12.93","7.09","14.03","1.67","76.64","0.55","46.9","68.81","0.3","29.19","100.88","742","34.04","14.98"
"24-07-2024 00:00","24-07-2024 08:00","56.75","163","10.27","14.98","10.82","13.37","1.37","71.16","0.46","41.94","75.25","0.3","60.5","19.19","742","32.7","13.27"
"24-07-2024 08:00","24-07-2024 16:00","53.43","117.62","5.56","13.92","14.81","14.08","1.69","79","0.54","42.44","67.84","0.3","49.31","299.75","742","34.29","17.68"
"24-07-2024 16:00","25-07-2024 00:00","99.66","227.45","3.43","12.13","6.41","15.25","2.2","62.36","0.83","41.84","69.88","0.3","47.88","99.84","742","34.23","17.53"
"25-07-2024 00:00","25-07-2024 08:00","50.85","80.62","2.36","7.24","10.75","14.43","1.84","193","0.31","45.51","79.16","0.3","27.22","20.38","742","32.12","10.03"
"25-07-2024 08:00","25-07-2024 16:00","30.65","59.33","2.56","6.32","11.65","14.37","2.08","126.93","0.35","41.48","67.88","0.3","44.38","292.84","742","34.47","7.99"
"25-07-2024 16:00","26-07-2024 00:00","48.41","99.43","19.98","45.47","55.51","8.48","1.78","95.78","0.56","50.91","65.56","0.3","32.03","105.22","741.69","34.6","54.97"
"26-07-2024 00:00","26-07-2024 08:00","49.15","78","52.75","71.7","46.06","12.82","1.14","94.8","0.43","47.72","76.31","0.3","59.84","71.22","741.53","32.59","56.59"
"26-07-2024 08:00","26-07-2024 16:00","72.61","118.57","51.62","79.23","40.87","13.55","1.46","104.06","0.67","44.08","68.22","0.3","51.62","288.47","741.81","34.11","63.47"
"26-07-2024 16:00","27-07-2024 00:00","90.71","147.14","21.5","43.87","43.92","13.25","1.33","111.93","0.66","48.49","68.03","0.3","33.53","106.19","741.69","34.12","53.57"
"27-07-2024 00:00","27-07-2024 08:00","50.7","68.72","29.66","48.46","53.54","14.27","1.77","101.29","0.41","47.79","76.25","0.3","24.06","64.28","741.56","32.53","47.76"
"27-07-2024 08:00","27-07-2024 16:00","49.85","88.14","13.81","38.14","43.59","14.9","2.05","102.01","0.38","46.76","62.72","0.3","48.56","296.34","741.72","35.79","53.94"
"27-07-2024 16:00","28-07-2024 00:00","45","89.12","38.7","63.98","47.96","15.63","2.37","104.23","0.63","51.27","68.12","0.3","50.69","87.53","741.44","34.21","61.11"
"28-07-2024 00:00","28-07-2024 08:00","60.29","100.43","52.91","66.3","43.91","14.21","1.74","104.08","0.43","46.56","74.81","0.3","32.56","63.78","741.59","32.76","45.65"
"28-07-2024 08:00","28-07-2024 16:00","30","69.43","16.38","28.49","37.64","13.49","1.43","104.04","0.47","43.93","54.47","0.3","43.62","300.94","741.91","37.33","31.63"
"28-07-2024 16:00","29-07-2024 00:00","26.17","48.14","6.85","19.89","40.87","13.34","1.37","102.08","None","None","59.88","0.3","39.41","100.19","741.84","35.57","27.31"
"29-07-2024 00:00","29-07-2024 08:00","28.86","49.14","10.08","21.69","42.4","13.16","1.28","104.33","None","None","67.53","0.3","34.34","54.75","741.47","33.52","26.15"
"29-07-2024 08:00","29-07-2024 16:00","41.88","66","7.6","21.38","32.85","13.22","1.31","110.07","None","None","56.56","0.3","36.91","299.19","741.97","36.62","30.5"
"29-07-2024 16:00","30-07-2024 00:00","44.25","86.57","7.98","26.14","26.97","13.63","1.49","92.16","0.34","43.08","61.16","0.3","35.74","88.26","741.71","35.59","38.63"
"30-07-2024 00:00","30-07-2024 08:00","42.29","68.29","10.06","21.48","32.5","13.38","1.38","81.79","0.43","50.43","71.66","0.3","30.91","58.78","741.72","33.86","27.68"
"30-07-2024 08:00","30-07-2024 16:00","36.14","56.86","8.64","19.92","27.43","13.4","1.39","93.3","0.32","40.65","52.88","0.3","45.41","298.66","741.88","37.86","26.23"
"30-07-2024 16:00","31-07-2024 00:00","61.1","104.71","139.26","141.23","29.65","15.67","2.38","93","0.92","55.23","71.12","0.3","58.84","90.69","741.5","34.45","54.47"
"31-07-2024 00:00","31-07-2024 08:00","64.62","95.88","126.72","132.01","30.18","14.8","2.01","93.65","0.71","48.18","74.41","0.3","68.09","48.59","741.47","33.71","57.44"
"31-07-2024 08:00","31-07-2024 16:00","55.67","138.14","57.82","80.49","35.63","14.26","1.77","88.65","0.71","44.47","62.22","0.3","98.06","290.62","741.66","36.33","65.55"
"31-07-2024 16:00","01-08-2024 00:00","29.77","79.35","16.42","35.99","32.2","None","1.53","102.06","0.97","63.27","55","0.3","94.33","289.67","741.67","38.07","42.58"
"01-08-2024 00:00","01-08-2024 08:00","16.4","17.93","11.14","29.76","42.69","None","1.33","107.72","None","None","None","None","None","None","None","None","38.93"
"01-08-2024 08:00","01-08-2024 16:00","32.2","36.46","9.4","24.95","33.79","13.3","1.6","108.76","0.27","38","58.5","0.3","47","310.17","742","35.7","33.28"
"01-08-2024 16:00","02-08-2024 00:00","23","28","5.1","69.35","23.1","18.97","0.68","130.95","0.2","38.4","57.75","0.3","36.25","302.75","742","35.48","20.8"
"02-08-2024 00:00","02-08-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"02-08-2024 08:00","02-08-2024 16:00","28.07","53.33","5.86","13.39","27.81","25.24","1.4","97.67","0.28","43.63","69.72","0.3","36.5","294.67","741.89","33.85","16.24"
"02-08-2024 16:00","03-08-2024 00:00","58.33","71.5","17.98","34.7","28.17","25.45","1.78","116.35","0.4","46.3","75.67","0.4","24","None","742","32.7","37.83"
"03-08-2024 00:00","03-08-2024 08:00","None","None","12.55","22.15","31.85","25.75","1.4","104.9","0.25","48.05","84","0.3","34.5","None","736","31.15","22.45"
"03-08-2024 08:00","03-08-2024 16:00","40.55","91.97","7.25","18.11","24.45","25.3","1.43","121.84","0.22","49.83","63.07","0.3","41.87","188.55","735.93","34.86","22.98"
"03-08-2024 16:00","04-08-2024 00:00","27.25","119.52","8.15","22.11","16.49","22.59","1.54","60.72","0.25","47.14","66.86","0.3","39.66","82.38","736","33.43","29.12"
"04-08-2024 00:00","04-08-2024 08:00","25.73","73.9","9.42","21.24","24.71","39.7","1.31","62.92","0.19","44.87","71.9","0.3","30.97","62.87","736","32.13","25.54"
"04-08-2024 08:00","04-08-2024 16:00","28.97","119.48","8.19","16.9","22.25","42.05","1.29","62.5","0.18","42.78","58.78","0.3","45.22","307.97","736","34.79","19.24"
"04-08-2024 16:00","05-08-2024 00:00","38.5","123.25","16.98","28.74","22.94","41.26","1.45","63.05","0.22","41.72","69.16","0.3","44.44","107.34","736","33.06","28.06"
"05-08-2024 00:00","05-08-2024 08:00","26.5","61.25","6.67","16.04","26.54","26.9","1.25","62.55","0.18","47.59","75.94","0.3","42.31","51.59","736","31.64","19.97"
"05-08-2024 08:00","05-08-2024 16:00","31.75","98.25","7.03","15.71","23.46","25.67","1.24","62.66","0.19","34.54","66.97","0.3","45.75","297.81","735.91","33.42","18.8"
"05-08-2024 16:00","06-08-2024 00:00","38.58","87.62","6.79","18.76","25.67","29.34","1.36","62.86","0.25","34.85","69.66","0.3","40","98.38","736","33.22","24.87"
"06-08-2024 00:00","06-08-2024 08:00","26.25","55.38","9.25","18.67","27.34","26.67","1.17","61.59","0.26","44.5","77.78","0.3","40.5","54.66","736","31.67","20.99"
"06-08-2024 08:00","06-08-2024 16:00","46.68","183.37","15.39","27.23","20.11","27.03","0.87","62.18","0.27","37.37","60.57","0.3","59.43","306.1","736.3","35.04","27.68"
"06-08-2024 16:00","07-08-2024 00:00","57.07","184.38","25","38.39","21.75","27.9","0.43","61.82","0.32","38.2","65.97","0.3","71.84","109.47","736.19","33.7","33.97"
"07-08-2024 00:00","07-08-2024 08:00","37.76","96.75","32.55","40.73","26.73","24.81","0.32","61.41","0.19","38.08","75.03","0.3","69.47","55.09","736","31.76","26.81"
"07-08-2024 08:00","07-08-2024 16:00","45.96","109.97","20.47","31.62","24.15","24.91","0.39","61.33","0.27","37.51","71.61","0.3","48.74","279.23","736","32.75","28.15"
"07-08-2024 16:00","08-08-2024 00:00","32.37","93.16","15.72","29.91","25.44","24.8","0.41","61.49","0.24","37.95","85.5","0.3","36.66","69.97","736","30.88","32.17"
"08-08-2024 00:00","08-08-2024 08:00","30.03","50","8.61","17.56","26.08","26.62","0.19","61.53","0.16","38.91","84.53","0.3","30.53","53.69","736","30.77","19.88"
"08-08-2024 08:00","08-08-2024 16:00","29.38","68.5","11.61","21.46","22.77","27.01","0.34","62.33","0.2","37.05","71.34","0.3","38.5","302.16","736.03","33.2","22.63"
"08-08-2024 16:00","09-08-2024 00:00","36.62","66.62","17.23","32.27","21.95","27.22","0.51","62.28","0.24","41.65","77","0.3","31.66","111.03","736","32.33","34.32"
"09-08-2024 00:00","09-08-2024 08:00","47.75","81.25","15.84","26.65","24.03","27.06","0.42","61.15","0.27","44.19","84.16","0.3","27.94","40.31","736","31.1","25.87"
"09-08-2024 08:00","09-08-2024 16:00","37.8","70.75","14.32","23.52","21.27","27.44","0.34","61.2","0.25","38.98","69.81","0.3","39.5","298.84","736.28","33.92","22.34"
"09-08-2024 16:00","10-08-2024 00:00","31.64","66.83","36.82","48.56","22.62","27.76","0.8","61.81","0.47","39.73","86.66","0.3","46.12","50.88","736","30.91","34.99"
"10-08-2024 00:00","10-08-2024 08:00","67.38","105.38","35.13","43.19","25.35","27.88","0.58","61.09","0.41","42.83","87.72","0.3","41.75","46.31","736","30.91","27.49"
"10-08-2024 08:00","10-08-2024 16:00","39.25","78.12","25.02","31.7","21.41","27.52","0.42","61.58","0.28","37.94","75.03","0.3","133.09","274.97","736","33.16","21.36"
"10-08-2024 16:00","11-08-2024 00:00","43.75","88.88","27.49","43.17","24.25","27.89","1.19","61.78","0.5","38.18","81.03","0.3","174.31","103.38","736","31.94","39.14"
"11-08-2024 00:00","11-08-2024 08:00","48.67","77.25","12.83","22.58","28.5","24.19","1.52","61.61","0.29","37.29","86.41","0.3","175.44","60.34","736","31.25","22.84"
"11-08-2024 08:00","11-08-2024 16:00","38.12","76.25","29.47","39.44","28.74","23.55","1.68","59.44","0.3","36.16","73.74","0.3","174.26","290","736.06","33.15","29.04"
"11-08-2024 16:00","12-08-2024 00:00","47.5","65.17","52.17","58.99","29.8","23.43","0.96","60.35","0.46","40.28","89.72","0.3","201.31","56","736","30.36","40.39"
"12-08-2024 00:00","12-08-2024 08:00","38.15","64.62","38.27","101.44","33.83","26.35","0.13","59.07","0.28","44.34","89.62","0.3","354.69","63.06","736","30.42","73.94"
"12-08-2024 08:00","12-08-2024 16:00","47.43","77.32","35.68","46.93","28.05","26.75","0.28","60.88","0.29","35.41","78.48","0.3","336.71","289.45","736","32.35","33.7"
"12-08-2024 16:00","13-08-2024 00:00","49.88","109.37","34.25","42.55","21.34","25.63","0.96","59.25","0.43","38.1","79.47","0.3","350.03","94.09","736","32.15","27.66"
"13-08-2024 00:00","13-08-2024 08:00","46.07","69.89","34.11","108.96","58.84","28.5","0.23","50.49","2.23","80.7","87.72","0.3","343.94","49.34","736","30.62","109.86"
"13-08-2024 08:00","13-08-2024 16:00","36.97","87.88","25.9","46.03","27.37","25.61","0.86","66.01","1.64","63.05","70.31","0.3","344.88","300.59","735.47","33.75","54.62"
"13-08-2024 16:00","14-08-2024 00:00","55.67","100.62","48.22","154.83","61.63","18.45","1.29","80.07","1.42","79.25","79.69","0.3","356.88","89.62","735.75","32.36","134.78"
"14-08-2024 00:00","14-08-2024 08:00","55.5","110.62","38.95","81.98","22.83","6.22","0.92","78.5","2.7","91.2","85.26","0.3","350.23","57.1","735.84","31.41","77.82"
"14-08-2024 08:00","14-08-2024 16:00","57.93","147.33","19.61","62.53","26.37","5.81","0.62","78.22","2.47","141.95","66.42","0.3","348.23","306.65","735.61","34.75","72.24"
"14-08-2024 16:00","15-08-2024 00:00","41","121.75","29.52","51.05","28.59","6.56","0.97","74.54","2.93","79.86","72.97","0.3","356.47","92.53","735.72","33.37","55.61"
"15-08-2024 00:00","15-08-2024 08:00","42.23","94","25.21","93.54","40.49","4.49","3.63","76.95","3.2","None","83.5","0.3","356.78","45.78","735.59","31.77","87.95"
"15-08-2024 08:00","15-08-2024 16:00","37.71","88.43","9.95","45.99","40.43","3.41","3.96","84.52","3.2","None","68.84","0.3","357.53","299.19","736","34.24","46.74"
"15-08-2024 16:00","16-08-2024 00:00","39.5","146.62","34.83","50.1","21.95","4.44","4.43","81.3","2.42","206.27","72.47","0.3","358.94","98.75","735.97","33.4","43.22"
"16-08-2024 00:00","16-08-2024 08:00","41.89","132.39","55.58","213.16","80.74","2.44","4.26","78.87","1.72","80.06","82.9","0.3","358.84","65.52","735.61","31.55","163.68"
"16-08-2024 08:00","16-08-2024 16:00","43.33","110.86","14.58","54.13","25.47","2.39","4.1","83.07","1.42","65.07","62.39","0.3","358.87","309.19","736","35.34","63.29"
"16-08-2024 16:00","17-08-2024 00:00","30.93","129.12","62.9","147.02","61.53","3.8","3.73","77.12","2.3","69.18","68.35","0.3","359","98.13","735.48","33.83","146.01"
"17-08-2024 00:00","17-08-2024 08:00","57","185","49.61","198.56","73.41","5.35","1","78.52","1.52","70.7","78.28","0.3","359","56.09","735.75","32.22","148.94"
"17-08-2024 08:00","17-08-2024 16:00","63.57","241.62","23.37","57.06","15.72","6.2","1.09","85.91","0.63","56.31","61.16","0.3","359","292.23","735.77","35.72","65.23"
"17-08-2024 16:00","18-08-2024 00:00","50.26","283.29","72.53","96.07","20.03","6.31","0.98","91.12","0.84","44.11","71.39","0.3","359","72.45","735.58","33.05","74"
"18-08-2024 00:00","18-08-2024 08:00","61.71","207.25","76.21","166.99","51.04","6.6","0.7","91.09","0.53","39.97","81.56","0.3","359","51.28","735.53","32.07","178.08"
"18-08-2024 08:00","18-08-2024 16:00","47.75","227.12","63.44","102.38","13.67","4.94","0.64","91.56","0.43","37.06","71.84","0.3","359","299.19","735.58","34.14","79.62"
"18-08-2024 16:00","19-08-2024 00:00","47.89","185.48","147.16","159.13","11.83","2.48","1.8","91.63","0.73","36.38","72.45","0.3","359","99.58","735.55","33.52","75.77"
"19-08-2024 00:00","19-08-2024 08:00","54.35","147.75","144.85","160.75","16.41","6.62","1.77","92.51","0.64","36.45","82.97","0.3","358.97","49.9","735.58","32.16","42.37"
"19-08-2024 08:00","19-08-2024 16:00","39.05","126","48.87","68.12","33.27","4.54","0.81","94.15","0.31","35.91","61.16","0.3","358.97","297.75","735.59","35.76","55.75"
"19-08-2024 16:00","20-08-2024 00:00","42.32","157.7","94.8","128.12","50.96","None","1.08","91.95","0.37","36.3","73.65","0.3","359","76.77","735.55","32.84","108.51"
"20-08-2024 00:00","20-08-2024 08:00","38.83","181.62","63.1","132.79","41.97","0.65","0.73","89.38","0.24","35.05","80.06","0.3","359","21.13","735.71","31.38","133.26"
"20-08-2024 08:00","20-08-2024 16:00","39.29","65.33","45.15","72.39","28.7","2.43","1","89.54","0.49","33.65","81.38","0.3","359","261.22","735.72","31.56","59.42"
"20-08-2024 16:00","21-08-2024 00:00","45.73","132","84.93","111.1","26.66","3.31","1.32","81.54","0.57","34.13","72.45","0.3","359","93.71","735.87","33","76.32"
"21-08-2024 00:00","21-08-2024 08:00","33.41","109.03","100.82","153.54","42.92","2.6","1.08","87.32","0.36","33.22","82.74","0.3","359","52.39","735.97","31.03","105.89"
"21-08-2024 08:00","21-08-2024 16:00","50.43","141.12","44.44","72.53","19.04","3.61","0.86","89.47","0.48","32.85","55.77","0.3","359","304.87","735.94","36.34","68.14"
"21-08-2024 16:00","22-08-2024 00:00","59.43","211.83","28","56.32","19.68","1.75","0.65","79.28","0.37","33.08","68.19","0.3","358.94","94.9","735.52","33.53","64.14"
"22-08-2024 00:00","22-08-2024 08:00","45.74","178.88","89.11","137.36","35.65","1.44","0.45","70.71","0.3","32.23","79.03","0.3","359","48.03","735.88","31.48","117.5"
"22-08-2024 08:00","22-08-2024 16:00","55.42","254.25","57.63","86.51","22.35","1.9","0.4","71.3","0.46","32.64","62.19","0.3","359","293.78","735.84","35.68","74.57"
"22-08-2024 16:00","23-08-2024 00:00","52.19","368","53.75","128.08","17.2","2.48","0.73","70.72","0.38","33.75","62.34","0.3","303.5","99.69","735.72","34.58","134.38"
"23-08-2024 00:00","23-08-2024 08:00","39.86","231","37.47","78.29","28.01","2.7","0.09","70.54","0.28","33.8","74.26","0.3","284","44.26","735.58","31.88","101.43"
"23-08-2024 08:00","23-08-2024 16:00","53","165.62","51.47","93.94","35.44","5.35","0.75","72.14","0.44","33.67","80.94","0.3","283.78","267.56","735.62","31.59","103.14"
"23-08-2024 16:00","24-08-2024 00:00","75","145.86","58.27","95.71","14.91","9.49","1.82","71.52","1.24","40.73","81.71","0.3","77.97","92.42","742.13","32.43","91.31"
"24-08-2024 00:00","24-08-2024 08:00","83.14","136.62","33.02","103.2","36.09","3","1.35","71.47","3.2","None","89.16","0.3","10","54.72","746.69","32.44","124.39"
"24-08-2024 08:00","24-08-2024 16:00","68","149.53","17.58","56.57","29.89","4.91","1.23","68.76","0.73","51.74","69.84","0.38","10.1","294.74","742.87","35.77","64.03"
"24-08-2024 16:00","25-08-2024 00:00","55","241.88","38.77","70.77","25.66","1.16","1.32","78.78","0.42","32.4","72.94","1.15","70.23","96.59","735.84","33.77","73.81"
"25-08-2024 00:00","25-08-2024 08:00","52.77","136.55","45.6","83.64","39.92","5.07","1.04","65.38","0.32","39.12","84.32","1.82","74.55","59.13","736.29","31.53","112.63"
"25-08-2024 08:00","25-08-2024 16:00","40","111","13","69.25","29.68","5.76","0.83","71.38","0.21","32.67","63.71","3.5","96.29","307.94","736.52","35.25","87.23"
"25-08-2024 16:00","26-08-2024 00:00","41","114","18.39","68.11","29.09","4.99","1.07","71.48","0.28","36.25","63.91","3.15","94.84","91.97","736.56","34.67","55.67"
"26-08-2024 00:00","26-08-2024 08:00","30.17","82.29","19.65","62.69","35.47","2.32","0.92","70.35","0.22","34.47","75.97","2.48","94.13","53.65","736.52","32.56","69.22"
"26-08-2024 08:00","26-08-2024 16:00","49.29","130.12","9.12","37.42","24.38","2.85","0.91","70.91","0.21","33.53","63.91","3.78","97.88","306.06","736.31","35.02","34.91"
"26-08-2024 16:00","27-08-2024 00:00","49","114","26.83","40.15","30.48","1.3","1.17","71.41","0.32","32.32","75.84","2.08","96.47","88.97","736.28","32.6","50.98"
"27-08-2024 00:00","27-08-2024 08:00","46","80.71","35.89","93.42","49.74","None","0.98","69.95","0.19","37.91","81.22","2.31","93.06","53.25","736.5","31.44","132.17"
"27-08-2024 08:00","27-08-2024 16:00","25.86","82.75","7.53","21.96","22.29","None","0.84","65.25","0.18","27.66","64.25","4.23","106.28","304.66","736.53","34.64","29.77"
"27-08-2024 16:00","28-08-2024 00:00","22.29","81.14","27.44","104.69","42.21","0.5","0.9","65.65","0.22","28.51","67.39","2.25","117.48","81","736.55","33.63","126.52"
"28-08-2024 00:00","28-08-2024 08:00","31","73.68","24.89","77.94","35.9","4.14","0.29","59.12","0.25","30.13","81.97","1.58","93.16","55.16","736.23","31.13","117.77"
"28-08-2024 08:00","28-08-2024 16:00","36","186.14","10.87","31.75","15.55","3.77","0.53","60.56","0.2","28.11","65.87","2.8","105.74","305.61","736.26","34.39","39.38"
"28-08-2024 16:00","29-08-2024 00:00","28.57","100.11","14.34","32.78","19.14","3.24","0.74","55.35","0.33","30.53","73.37","1.69","115.4","90.93","736.5","32.78","42.43"
"29-08-2024 00:00","29-08-2024 08:00","28.22","67.83","27.07","55.3","18.62","1.88","0.81","55.83","0.18","29.15","85.48","2.03","113.45","40.19","736.42","30.63","93.5"
"29-08-2024 08:00","29-08-2024 16:00","36.1","60.67","13.79","33.97","23.74","1.99","None","56.37","0.24","26.19","80.45","2.29","116.45","284.23","736.48","32.01","42.57"
"29-08-2024 16:00","30-08-2024 00:00","56.61","141.5","104.94","130.38","26.35","2.33","0.86","56.32","0.89","36.05","79.12","0.56","75.34","71.91","736.31","32.07","87.84"
"30-08-2024 00:00","30-08-2024 08:00","86.41","197.75","72.13","110.23","65.31","7.5","0.34","64.87","0.68","37.74","85.03","0.5","135.52","48.29","736.29","31.38","128.64"
"30-08-2024 08:00","30-08-2024 16:00","47.58","122.87","14.45","37.9","12.57","4.36","0.86","55.1","0.35","28.98","58.03","1.67","137.07","306.77","736.53","36.8","49.06"
"30-08-2024 16:00","31-08-2024 00:00","55.77","354.14","81.81","130.22","20.13","13.9","1.11","None","1.02","29.5","71","0.66","209.5","51.62","736.59","33.73","97.76"
"31-08-2024 00:00","31-08-2024 08:00","53.38","195","71.17","124.89","31.08","0.92","0.43","39.43","0.6","28.33","80.52","0.46","164.06","52.97","736.52","32.15","125.13"
"31-08-2024 08:00","31-08-2024 16:00","54.76","265.5","50.71","68.8","14.1","4.18","0.85","58.22","0.48","26.84","58.1","1.16","130.61","304.87","736.32","37","60.13"
"31-08-2024 16:00","01-09-2024 00:00","51.53","352.27","30.38","49.25","14.91","12.91","1.66","78.8","0.35","27.4","65.74","0.78","72.59","102.93","737.63","35.29","46.06"
"01-09-2024 00:00","01-09-2024 08:00","52.15","229.74","32.29","96.81","41.19","16.63","0.72","68.77","0.33","26.95","79.39","0.51","105.77","49.19","739","33.21","104.73"
"01-09-2024 08:00","01-09-2024 16:00","50.55","362.3","34.05","56.88","22.55","18.55","0.79","66.93","0.34","25.29","57.9","1.17","130.71","293.13","738.81","37.37","62.33"
"01-09-2024 16:00","02-09-2024 00:00","75.64","408.2","21.05","56.49","25.38","15.91","0.96","62.97","0.1","12.32","63.46","1.35","101.93","107.18","738.96","35.6","74.08"
"02-09-2024 00:00","02-09-2024 08:00","43.79","79.29","30.44","56.49","33.23","14.59","0.13","66.4","0","0","78.45","2.25","123.55","26.74","738.39","32.72","76.75"
"02-09-2024 08:00","02-09-2024 16:00","48.17","134","14.8","45.02","20.6","15.52","0.76","60.27","0","0.05","68.29","3.03","116.52","294.52","739.74","34.96","43.51"
"02-09-2024 16:00","03-09-2024 00:00","55.53","131.09","12.04","31.95","24.55","15.34","1.23","59.28","0.24","25.73","67.65","2.13","124.19","94.03","742.65","35.02","41.68"
